material_id,formula,elements,nelements,band_gap_eV,energy_above_hull_eV,formation_energy_per_atom_eV,density,nsites,layered_score,anisotropy_ratio,layer_axis,axis_bonds_a,axis_bonds_b,axis_bonds_c,total_bonds,layered_invalid_reason,is_layered_candidate,weak_axis_fraction,layered_continuous,weak_axis,eg_target_score,score_stability_norm,score_eg_norm,score_layered_norm,score_formE_norm,complexity,score_complexity_norm,baseline_score_v3
mp-1192674,Ba(LuSe2)2,"Ba,Lu,Se",3,1.3795,0.0,-2.217454517529764,6.842874325971653,28,1.0,0.0,b,112,0,0,160,,True,0.0,1.0,b,0.9800349801843355,1.0,0.9733190053846303,1.0,0.5603160252539775,58,0.5526315789473684,0.8606561142916899
mp-862729,Sr(DySe2)2,"Dy,Se,Sr",3,1.357899999999999,0.0,-2.26222997910714,6.212543381273649,28,1.0,0.0,b,112,0,0,160,,True,0.0,1.0,b,0.9723445968044827,1.0,0.963041669214507,1.0,0.5718815253072334,58,0.5526315789473684,0.8603998802598102
mp-1192805,Ba(ErSe2)2,"Ba,Er,Se",3,1.3665,0.0,-2.236903161696428,6.537725382763253,28,1.0,0.0,b,112,0,0,160,,True,0.0,1.0,b,0.9755507213865467,1.0,0.9673262956766274,1.0,0.5653396093158995,58,0.5526315789473684,0.8601626536770736
mp-1079647,BaAgSeF,"Ag,Ba,F,Se",4,1.269299999999999,0.0,-2.263063682252604,6.142612558392519,8,1.0,0.0,c,24,24,0,40,,True,0.0,1.0,c,0.9287458744553809,1.0,0.9047768592515257,1.0,0.5720968707985714,48,0.6842105263157895,0.8590346416041746
mp-22956,K2PdCl4,"Cl,K,Pd",3,1.4279,0.0,-1.547152971071427,2.656567630226341,7,1.0,0.0,b,32,0,0,40,,True,0.0,1.0,b,0.992805987796247,1.0,0.9903860268809411,1.0,0.38717716083680875,37,0.8289473684210527,0.8579266757297023
mp-1216554,Tm2TeS2,"S,Te,Tm",3,1.788999999999999,0.0,-2.136118575124999,6.112637134026525,5,1.0,0.0,b,8,0,24,24,,True,0.0,1.0,b,0.8904739865271887,1.0,0.85363076695998,1.0,0.5393069543683913,35,0.8552631578947368,0.856795398403147
mp-1080438,SrAgTeF,"Ag,F,Sr,Te",4,1.284699999999999,0.0,-2.160155414583333,6.034281461051804,8,1.0,0.0,c,24,24,0,40,,True,0.0,1.0,c,0.9376479872245267,1.0,0.9166735360534318,1.0,0.5455156691028014,48,0.6842105263157895,0.8566925704654972
mp-1192439,Ba(ErS2)2,"Ba,Er,S",3,1.721299999999999,0.0,-2.424812620714284,5.630210280035412,28,1.0,0.0,b,112,0,0,160,,True,0.0,1.0,b,0.9342427098212558,1.0,0.9121227641481423,1.0,0.6138766155625625,58,0.5526315789473684,0.8560691720442849
mp-675237,Na3GdI6,"Gd,I,Na",3,1.549599999999999,0.0,-1.5575324864137912,4.171643768665064,10,1.0,0.0,a,0,14,14,48,,True,0.0,1.0,a,0.9965889420328563,1.0,0.9954415215793826,1.0,0.389858189262109,40,0.7894736842105263,0.8557793866683201
mp-677152,Ho10Te7S10,"Ho,S,Te",3,1.576999999999999,0.0,-2.011044901913577,6.292408421783816,27,1.0,0.0,b,20,0,0,140,,True,0.0,1.0,b,0.9917990902271188,1.0,0.989040421038465,1.0,0.5070004292488709,57,0.5657894736842105,0.8552391384778115
mp-1193583,Ba(HoS2)2,"Ba,Ho,S",3,1.730699999999999,0.0,-2.420139293214281,5.525963798662894,28,1.0,0.0,b,112,0,0,160,,True,0.0,1.0,b,0.9287458744553821,1.0,0.9047768592515275,1.0,0.6126694952438414,58,0.5526315789473684,0.853991271756387
mp-1193223,Ba(TbS2)2,"Ba,S,Tb",3,1.7379,0.0,-2.42091323940476,5.304956008428256,28,1.0,0.0,b,112,0,0,160,,True,0.0,1.0,b,0.9244039523563682,1.0,0.8989743666016866,1.0,0.6128694055159383,58,0.5526315789473684,0.8525806306483461
mp-1193410,Ba(DyS2)2,"Ba,Dy,S",3,1.7407,0.0,-2.4205534197619,5.428714197100985,28,1.0,0.0,b,112,0,0,160,,True,0.0,1.0,b,0.9226850313211634,1.0,0.8966772211336235,1.0,0.6127764641156253,58,0.5526315789473684,0.8519877560012677
mp-1189897,Ba2ThS6,"Ba,S,Th",3,1.3091,0.0,-1.9835559516666696,4.684906581797498,18,1.0,0.0,c,36,36,0,112,,True,0.0,1.0,c,0.9506445850537518,1.0,0.9340420336121843,1.0,0.4999000344266945,48,0.6842105263157895,0.8519115679199639
mp-1080650,BaCuSF,"Ba,Cu,F,S",4,1.6223,0.003987369374993,-2.261026764375,5.386858991250138,8,1.0,0.0,c,24,24,0,40,,True,0.0,1.0,c,0.9794402794612929,0.9192412117323223,0.9725242544665763,1.0,0.5715707349868568,48,0.6842105263157895,0.8516386267652911
mp-11902,Ba2GeSe4,"Ba,Ge,Se",3,1.4121,0.0,-1.62330692705357,4.947741946035637,14,1.0,0.0,c,6,16,0,82,,True,0.0,1.0,c,0.9893262481124748,1.0,0.9857357444765119,1.0,0.40684772482295783,44,0.736842105263158,0.8514876916100353
mp-1193579,Ba(TmS2)2,"Ba,S,Tm",3,1.7438999999999991,0.0,-2.421872578928573,5.716074406100827,28,1.0,0.0,b,112,0,0,160,,True,0.0,1.0,b,0.9206999113258566,1.0,0.8940243305660024,1.0,0.6131172028791119,58,0.5526315789473684,0.8513926811120598
mp-1186991,ScI3,"I,Sc",2,1.6942,0.0,-1.473445848749999,3.661873491465322,8,1.0,0.0,a,0,0,24,24,,True,0.0,1.0,a,0.9489681376858988,1.0,0.9318016494440711,1.0,0.3681386138938434,28,0.9473684210526316,0.8513149772450497
mp-1079673,ThSe3,"Se,Th",2,1.2728,0.0,-1.585264253046872,6.455077314213163,8,1.0,0.0,c,24,12,0,36,,True,0.0,1.0,c,0.9308154749874571,1.0,0.9075426485958822,1.0,0.39702130354776577,28,0.9473684210526316,0.851026764963787
mp-561096,Yb2PrDyS6,"Dy,Pr,S,Yb",4,1.271199999999999,0.0,-2.405467888854167,6.046102455909144,20,1.0,0.0,b,72,0,0,108,,True,0.0,1.0,b,0.9298727263794353,1.0,0.9062827706561245,1.0,0.6088798720455407,60,0.5263157894736843,0.8509782460205078
mp-1217684,Tb2TeS2,"S,Tb,Te",3,1.8187,0.0,-2.164107915125001,5.5411108446318025,5,1.0,0.0,b,8,0,24,24,,True,0.0,1.0,b,0.8684293759410328,1.0,0.8241706136044367,1.0,0.5465365998451046,35,0.8552631578947368,0.8508762891596038
mp-984052,Ba(LuS2)2,"Ba,Lu,S",3,1.7477,0.0,-2.415832439761902,5.940859147785773,28,1.0,0.0,b,112,0,0,160,,True,0.0,1.0,b,0.9183142005238613,1.0,0.8908360952458967,1.0,0.6115570351579351,58,0.5526315789473684,0.8502835887377981
mp-1209449,Rb3LuCl6,"Cl,Lu,Rb",3,1.3029,0.0,-2.505183397916666,3.38820470664767,40,1.0,0.0,c,8,8,0,232,,True,0.0,1.0,c,0.9474736759973952,1.0,0.9298044687565177,1.0,0.6346363843124181,70,0.39473684210526316,0.8488520782621394
mp-17597,Ca(ScS2)2,"Ca,S,Sc",3,1.286299999999998,0.0,-2.252192421964285,2.93863183336667,28,1.0,0.0,b,112,0,0,160,,True,0.0,1.0,b,0.9385423045291957,1.0,0.9178686909798979,1.0,0.5692888246720956,58,0.5526315789473684,0.8485880955741304
mp-29036,Ba(YS2)2,"Ba,S,Y",3,1.7564000000000002,0.0,-2.4151363792857152,4.056958167744675,28,1.0,0.0,b,112,0,0,160,,True,0.0,1.0,b,0.9127375588983988,1.0,0.8833835382205434,1.0,0.6113772427629312,58,0.5526315789473684,0.8483844910024588
